,Unnamed: 0,Unnamed: 0.1,date,location,text
288,316,316,07 07 2020 17 41,hyderabad india,rt wearing mask washing hands social distancing best way prevent covid let help curtail
292,320,320,07 07 2020 17 41,hyderabad india,rt despite lockdown challenges tremendous support pwd department infrastructure expansion like layin
295,323,323,07 07 2020 17 40,hyderabad india,rt stringent social distancing hygiene unique best practices ishayogacenter remained covid 19 free thr
306,334,334,07 07 2020 17 38,hyderabad india,rt 1879 new covid cases 7 dead 1506 discharged today govt hospitals established capacity 17 071
319,347,347,07 07 2020 17 30,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
340,368,368,07 07 2020 17 21,hyderabad india,yet another patient friendly move andhrapradesh govt fixes rates chargeable private hospitals treating
353,383,383,07 07 2020 17 16,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
355,385,385,07 07 2020 17 16,hyderabad india,may covid situation better instead getting affected take care yo
390,422,422,07 07 2020 17 05,hyderabad india,rt andhrapradesh takes one proactive step towards fighting covid19 includes covid treatment suspected confi
395,427,427,07 07 2020 17 03,hyderabad india,rt andhrapradesh takes one proactive step towards fighting covid19 includes covid treatment suspected confi
400,432,432,07 07 2020 17 02,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
440,473,473,07 07 2020 16 46,hyderabad india,rt availability beds covid patients gandhi 1150 vacant total bed vacant govt hospitals 1 isolation
441,474,474,07 07 2020 16 45,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
444,477,477,07 07 2020 16 44,hyderabad india,rt andhrapradesh takes one proactive step towards fighting covid19 includes covid treatment suspected confi
446,479,479,07 07 2020 16 44,hyderabad india,rt thnews highest number cases day till date new covid 19 cases telangana july 8 1924 deaths 11 cumulativ
450,483,483,07 07 2020 16 43,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
455,488,488,07 07 2020 16 41,hyderabad india,rt andhrapradesh takes one proactive step towards fighting covid19 includes covid treatment suspected confi
466,499,499,07 07 2020 16 39,hyderabad india,rt stringent social distancing hygiene unique best practices ishayogacenter remained covid 19 free thr
473,507,507,07 07 2020 16 37,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
475,509,509,07 07 2020 16 36,hyderabad india,rt andhrapradesh takes one proactive step towards fighting covid19 includes covid treatment suspected confi
491,525,525,07 07 2020 16 32,hyderabad india,rt happy announce shifa hospital constituency converted 100 bed covid facility thank
495,529,529,07 07 2020 16 30,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
501,535,535,07 07 2020 16 28,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
507,541,541,07 07 2020 16 27,hyderabad ap india,rt andhrapradesh takes one proactive step towards fighting covid19 includes covid treatment suspected confi
511,545,545,07 07 2020 16 26,hyderabad india,rt telangana covid update new cases 1 924 ghmc cases 1 590 rr dist 99 deaths today 11 total deaths 324 activ
512,546,546,07 07 2020 16 26,hyderabad india,rt people trouble wearing facemask giving excuses comfortable ventilator works
515,550,550,07 07 2020 16 25,hyderabad india,rt telangana covid update new cases 1 924 ghmc cases 1 590 rr dist 99 deaths today 11 total deaths 324 activ
516,551,551,07 07 2020 16 25,hyderabad india,rt telangana covid update new cases 1 924 ghmc cases 1 590 rr dist 99 deaths today 11 total deaths 324 activ
542,578,578,07 07 2020 16 18,hyderabad india,rt andhrapradesh war covid protection livelihoods 1 ysrmatsyakarabharosa 2 zero interest loan scheme 3 crop
544,580,580,07 07 2020 16 17,hyderabad india,telangana covid update new cases 1 924 ghmc cases 1 590 rr dist 99 deaths today 11 total deaths 3
545,581,581,07 07 2020 16 17,hyderabad india,rt stringent social distancing hygiene unique best practices ishayogacenter remained covid 19 free thr
546,582,582,07 07 2020 16 17,hyderabad india,rt andhrapradesh takes one proactive step towards fighting covid19 includes covid treatment suspected confi
548,584,584,07 07 2020 16 17,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
555,592,592,07 07 2020 16 15,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
562,599,599,07 07 2020 16 13,hyderabad india,rt andhrapradesh takes one proactive step towards fighting covid19 includes covid treatment suspected confi
569,606,606,07 07 2020 16 12,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
570,607,607,07 07 2020 16 12,hyderabad india,rt stringent social distancing hygiene unique best practices ishayogacenter remained covid 19 free thr
571,608,607,07 07 2020 16 12,hyderabad india,ok bt whn going gets tender covid vaccine
581,618,618,07 07 2020 16 10,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
595,632,632,07 07 2020 16 09,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
610,648,648,07 07 2020 16 07,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
613,651,651,07 07 2020 16 07,hyderabad india,rt andhrapradesh takes one proactive step towards fighting covid19 includes covid treatment suspected confi
615,653,653,07 07 2020 16 06,hyderabad india,rt stringent social distancing hygiene unique best practices ishayogacenter remained covid 19 free thr
616,654,654,07 07 2020 16 06,hyderabad india,rt andhrapradesh takes one proactive step towards fighting covid19 includes covid treatment suspected confi
640,679,679,07 07 2020 16 03,hyderabad india,rt andhrapradesh takes one proactive step towards fighting covid19 includes covid treatment suspected confi
645,685,685,07 07 2020 16 02,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
647,687,687,07 07 2020 16 02,hyderabad india,rt andhrapradesh takes one proactive step towards fighting covid19 includes covid treatment suspected confi
652,692,692,07 07 2020 16 00,hyderabad india,rt andhrapradesh takes one proactive step towards fighting covid19 includes covid treatment suspected confi
654,694,694,07 07 2020 15 59,hyderabad india,rt andhrapradesh takes one proactive step towards fighting covid19 includes covid treatment suspected confi
659,699,699,07 07 2020 15 59,hyderabad india,rt discussed covid situation telangana chief secretary shri somesh kumar amp principal secretary health
663,703,703,07 07 2020 15 58,hyderabad india,rt andhrapradesh takes one proactive step towards fighting covid19 includes covid treatment suspected confi
687,727,727,07 07 2020 15 49,hyderabad india,rt andhrapradesh takes one proactive step towards fighting covid19 includes covid treatment suspected confi
694,735,735,07 07 2020 15 44,hyderabad india,rt stringent social distancing hygiene unique best practices ishayogacenter remained covid 19 free thr
697,738,738,07 07 2020 15 44,hyderabad india,rt ella hotel inside residential apartments made provide covid quarantine facilities
703,744,744,07 07 2020 15 43,hyderabad india,rt covid hearing press briefing tom 4 almost month talk abt 15 aug deadl
704,745,745,07 07 2020 15 42,hyderabad india,rt andhrapradesh takes one proactive step towards fighting covid19 includes covid treatment suspected confi
705,746,746,07 07 2020 15 42,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
710,751,751,07 07 2020 15 41,hyderabad india,andhrapradesh takes one proactive step towards fighting covid19 includes covid treatment suspected
717,760,760,07 07 2020 15 37,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
723,766,766,07 07 2020 15 34,hyderabad india,rt stringent social distancing hygiene unique best practices ishayogacenter remained covid 19 free thr
730,773,773,07 07 2020 15 32,hyderabad india,rt kerala commando unit route march poonthura thiruvananthapuram covid cases local transmission
742,785,785,07 07 2020 15 28,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
747,790,790,07 07 2020 15 25,hyderabad india,rt covidupdates vizag recorded yet another day highest spike positive cases single day wednesday many
761,804,804,07 07 2020 15 19,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
767,811,811,07 07 2020 15 16,hyderabad india,rt sad rtc conductor singer lyricist nissar succumbed covid19 song covid19 woes sung telangana
797,841,841,07 07 2020 15 06,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
808,852,852,07 07 2020 15 01,hyderabad india,rt stringent social distancing hygiene unique best practices ishayogacenter remained covid 19 free thr
809,853,853,07 07 2020 15 01,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
810,855,855,07 07 2020 15 00,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
821,869,869,07 07 2020 14 56,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
840,888,888,07 07 2020 14 49,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
845,894,894,07 07 2020 14 48,hyderabad india,thanks sir responding kind incidents happening daily admitted
862,912,912,07 07 2020 14 42,hyderabad india,rt discussed covid situation telangana chief secretary shri somesh kumar amp principal secretary health
871,921,921,07 07 2020 14 39,hyderabad india,rt 30 year old man dies road leaving mother wife 9 month old baby people dying covid ar
889,940,940,07 07 2020 14 34,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
897,948,948,07 07 2020 14 31,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
915,967,967,07 07 2020 14 26,hyderabad india,rt ella hotel inside residential apartments made provide covid quarantine facilities
919,971,971,07 07 2020 14 25,hyderabad india,rt global chief people purpose officer discusses 2020 millennialsurvey genz
922,974,974,07 07 2020 14 24,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
924,976,976,07 07 2020 14 24,hyderabad india,rt 30 year old man dies road leaving mother wife 9 month old baby people dying covid ar
925,977,977,07 07 2020 14 23,hyderabad india,rt 30 year old man dies road leaving mother wife 9 month old baby people dying covid ar
928,980,980,07 07 2020 14 23,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
941,993,993,07 07 2020 14 17,hyderabad india,rt high tests per million undertaken delhi must emulated states critical states must
945,997,997,07 07 2020 14 15,hyderabad india,rt 30 33 53 76 83 ages last 5 patients died icu shifts last 2 weeks due
948,1000,1000,07 07 2020 14 13,hyderabad india,rt discussed covid situation telangana chief secretary shri somesh kumar amp principal secretary health
953,1005,1005,07 07 2020 14 12,hyderabad india,rt called chief secretary amp principal secretary health telangana state discuss regarding covid situation prevailing ac
955,1007,1007,07 07 2020 14 11,hyderabad india,rt innovative minds indian railways showcase creative skills combat covid ideal device ensure socialdis
988,1040,1040,07 07 2020 13 59,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
999,1051,1051,07 07 2020 13 57,hyderabad india,rt discussed covid situation telangana chief secretary shri somesh kumar amp principal secretary health
1000,1052,1052,07 07 2020 13 56,hyderabad india,rt recent song covid thoughtful
1010,1062,1062,07 07 2020 13 53,hyderabad india,rt availability beds covid patients gandhi 1150 vacant total bed vacant govt hospitals 1 isolation
1017,1069,1069,07 07 2020 13 48,hyderabad india,rt innovative minds indian railways showcase creative skills combat covid ideal device ensure socialdis
1026,1078,1078,07 07 2020 13 47,hyderabad india,rt 30 year old man dies road leaving mother wife 9 month old baby people dying covid ar
1028,1080,1070,07 07 2020 13 46,hyderabad india,rt people trouble wearing facemask giving excuses comfortable ventilator works
1075,1127,1127,07 07 2020 13 34,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
1080,1132,1132,07 07 2020 13 32,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
1084,1136,1136,07 07 2020 13 31,hyderabad india,rt keeping kids safe online covid social com grmm social stock smallcap stocktowatch internetsafety socialmedia
1087,1139,1139,07 07 2020 13 31,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
1089,1141,1141,07 07 2020 13 30,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
1090,1142,1142,07 07 2020 13 30,hyderabad india,rt saynotougcguidelines final year students oppose ugc guidelines conduct exam final year students alr
1095,1147,1147,07 07 2020 13 29,hyderabad india,rt stringent social distancing hygiene unique best practices ishayogacenter remained covid 19 free thr
1100,1152,1152,07 07 2020 13 28,hyderabad india,rt innovative minds indian railways showcase creative skills combat covid ideal device ensure socialdis
1105,1157,1157,07 07 2020 13 27,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
1110,1162,1162,07 07 2020 13 26,hyderabad india,rt recent song covid thoughtful
1113,1165,1165,07 07 2020 13 25,hyderabad india,rt stringent social distancing hygiene unique best practices ishayogacenter remained covid 19 free thr
1116,1168,1168,07 07 2020 13 24,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
1132,1184,1184,07 07 2020 13 17,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
1141,1193,1193,07 07 2020 13 13,hyderabad india,rt stringent social distancing hygiene unique best practices ishayogacenter remained covid 19 free thr
1151,1203,1203,07 07 2020 13 11,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
1154,1206,1206,07 07 2020 13 10,hyderabad telangana india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
1158,1210,1210,07 07 2020 13 07,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
1165,1217,1217,07 07 2020 13 05,hyderabad india,rt ella hotel inside residential apartments made provide covid quarantine facilities
1166,1218,1218,07 07 2020 13 04,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
1182,1234,1234,07 07 2020 13 00,hyderabad india,rt sad rtc conductor singer lyricist nissar succumbed covid19 song covid19 woes sung telangana
1186,1238,1238,07 07 2020 12 58,hyderabad india,rt stringent social distancing hygiene unique best practices ishayogacenter remained covid 19 free thr
1191,1243,1243,07 07 2020 12 56,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
1217,1269,1269,07 07 2020 12 51,hyderabad india,rt order prevent spread covid 19 corporation workers seen carrying door door fever check
1219,1271,1271,07 07 2020 12 50,hyderabad india,rt 30 33 53 76 83 ages last 5 patients died icu shifts last 2 weeks due
1221,1273,1273,07 07 2020 12 48,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
1232,1284,1284,07 07 2020 12 45,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
1246,1298,1298,07 07 2020 12 42,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
1249,1301,1301,07 07 2020 12 41,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
1253,1305,1305,07 07 2020 12 40,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
1279,1331,1331,07 07 2020 12 34,hyderabad india,rt stringent social distancing hygiene unique best practices ishayogacenter remained covid 19 free thr
1282,1334,1334,07 07 2020 12 32,hyderabad india,rt ashemed providing guidelines conducting exams pandamic situation saynotougcguidelines
1288,1340,1340,07 07 2020 12 31,hyderabad india,lot pressure indian doctors amp medical system limited hospitals huge populated country stay hom
1291,1343,1343,07 07 2020 12 30,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
1304,1356,1356,07 07 2020 12 28,hyderabad india,rt availability beds covid patients gandhi 1150 vacant total bed vacant govt hospitals 1 isola
1312,1364,1364,07 07 2020 12 26,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
1321,1373,1373,07 07 2020 12 24,hyderabad india,rt stringent social distancing hygiene unique best practices ishayogacenter remained covid 19 free thr
1333,1385,1385,07 07 2020 12 21,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
1336,1388,1388,07 07 2020 12 21,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
1346,1398,1398,07 07 2020 12 17,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
1347,1399,1399,07 07 2020 12 17,hyderabad india,rt order prevent spread covid 19 corporation workers seen carrying door door fever check
1400,1452,1452,07 07 2020 12 06,hyderabad india,rt 30 year old man dies road leaving mother wife 9 month old baby people dying covid ar
1413,1465,1465,07 07 2020 12 01,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
1426,1478,1478,07 07 2020 11 59,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
1427,1479,1479,07 07 2020 11 59,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
1431,1483,1483,07 07 2020 11 57,hyderabad india,rt stringent social distancing hygiene unique best practices ishayogacenter remained covid 19 free thr
1437,1489,1489,07 07 2020 11 55,hyderabad india,rt called chief secretary amp principal secretary health telangana state discuss regarding covid situation prevailing ac
1441,1493,1493,07 07 2020 11 55,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
1442,1494,1494,07 07 2020 11 55,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
1443,1495,1495,07 07 2020 11 54,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
1469,1521,1521,07 07 2020 11 45,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
1472,1524,1524,07 07 2020 11 44,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
1485,1537,1537,07 07 2020 11 41,hyderabad india,rt availability beds covid patients gandhi 1150 vacant total bed vacant govt hospitals 1 isolat
1492,1544,1544,07 07 2020 11 39,hyderabad india,sad rtc conductor singer lyricist nissar succumbed covid19 song covid19 woes sung
1497,1549,1549,07 07 2020 11 36,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
1499,1551,1551,07 07 2020 11 35,hyderabad india,rt visited covid care centre patanjali yogpeeth mirza palashbari today review treatment facilities amp infra
1501,1553,1553,07 07 2020 11 34,hyderabad india,rt sir friend currently residing begum bazar showing severe symptoms covid none hos
1510,1562,1562,07 07 2020 11 31,hyderabad india,rt stringent social distancing hygiene unique best practices ishayogacenter remained covid 19 free thr
1532,1584,1584,07 07 2020 11 25,hyderabad india,rt stringent social distancing hygiene unique best practices ishayogacenter remained covid 19 free thr
1542,1594,1594,07 07 2020 11 22,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
1549,1601,1601,07 07 2020 11 19,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
1566,1618,1618,07 07 2020 11 11,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
1567,1619,1619,07 07 2020 11 11,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
1583,1635,1635,07 07 2020 11 04,hyderabad india,rt tragic popular performer sang greatly local culture also employee tsrtc previous deaths govt em
1598,1650,1650,07 07 2020 11 00,hyderabad india,rt stringent social distancing hygiene unique best practices ishayogacenter remained covid 19 free thr
1607,1659,1659,07 07 2020 10 58,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
1614,1666,1666,07 07 2020 10 57,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
1618,1670,1670,07 07 2020 10 55,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
1621,1673,1673,07 07 2020 10 55,hyderabad india,rt 30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly shoo
1626,1678,1678,07 07 2020 10 53,hyderabad india,30yr old prudhvi raj collapses amp dies front xenia multi speciality hospital ecil hospital allegedly
1636,1688,1688,07 07 2020 10 50,hyderabad telangana india,1 000 bed dedicated covid hospital ready operational tv9 tv9telugu tv9news
1648,1700,1700,07 07 2020 10 46,hyderabad india,rt stricter measures enforced poonthura coastal village thiruvananthapuram covid 19 patient 120
1653,1705,1705,07 07 2020 10 44,hyderabad india,rt tnie apsrtc introducing mobile sanjeevini covid 19 test rural areas mobile janathabazar buses vijayawada
1672,1724,1724,07 07 2020 10 34,hyderabad india,rt 30 33 53 76 83 ages last 5 patients died icu shifts last 2 weeks due
1713,1765,1765,07 07 2020 10 22,hyderabad india,rt tnie apsrtc introducing mobile sanjeevini covid 19 test rural areas mobile janathabazar buses vijayawada
1720,1772,1772,07 07 2020 10 20,hyderabad india,rt india might see 2 87 lakh covid cases per day february 2021 study reveals
1732,1784,1784,07 07 2020 10 17,hyderabad india,rt stringent social distancing hygiene unique best practices ishayogacenter remained covid 19 free thr
1736,1788,1788,07 07 2020 10 16,hyderabad india,rt innovative minds indian railways showcase creative skills combat covid ideal device ensure socialdis
1745,1797,1797,07 07 2020 10 12,hyderabad india,rt innovative minds indian railways showcase creative skills combat covid ideal device ensure socialdis
1751,1803,1803,07 07 2020 10 10,hyderabad india,rt innovative minds indian railways showcase creative skills combat covid ideal device ensure socialdis
1754,1806,1806,07 07 2020 10 10,hyderabad india,rt stringent social distancing hygiene unique best practices ishayogacenter remained covid 19 free thr
1765,1817,1817,07 07 2020 10 07,hyderabad india,rt innovative minds indian railways showcase creative skills combat covid ideal device ensure socialdis
1770,1822,1822,07 07 2020 10 07,hyderabad india,rt stringent social distancing hygiene unique best practices ishayogacenter remained covid 19 free thr
1778,1830,1830,07 07 2020 10 06,hyderabad telangana india,wow new business model covid era
1805,1857,1857,07 07 2020 10 01,hyderabad india,rt ella hotel inside residential apartments made provide covid quarantine facilities
1836,1888,1888,07 07 2020 09 58,hyderabad india,rt afwa mukkam area committee donated smartphones needy people online classes going covid 19 pan
1848,1900,1900,07 07 2020 09 56,hyderabad india,rt ella hotel inside residential apartments made provide covid quarantine facilities
1860,1912,1912,07 07 2020 09 51,hyderabad india,rt indiafightscorona strengthen central govt efforts reduce covid mortality newdelhi starts tele consu
1866,1918,1918,07 07 2020 09 49,hyderabad india,rt fc tn love heart soul samantha samantha samanthaakkineni samantharuthprabhu prabha
